cupsid,valuation,shares,filedFor,cik,ticker
94974610,"69,120","2,700,000",2010-06-30,105598,WFC
94974610,"51,200","2,000,000",2010-06-30,105598,WFC
95081710,"1,843,238","5,703,087",2010-06-30,,
02581610,"710,720","17,225,400",2010-03-31,922812,AXP
02581610,"329,859","7,994,634",2010-03-31,922812,AXP
02581610,"4,961,758","120,255,879",2010-03-31,922812,AXP
02581610,"80,172","1,943,100",2010-03-31,922812,AXP
02581610,"57,752","1,399,713",2010-03-31,922812,AXP
02581610,"34,651","839,832",2010-03-31,922812,AXP
02581610,"80,545","1,952,142",2010-03-31,922812,AXP
06050510,"89,250","5,000,000",2010-03-31,70858,BAC
07588710,"137,315","1,744,128",2010-03-31,10795,BDX
14313010,"194,075","7,725,900",2010-03-31,1170010,KMX
19121610,"22,000","400,000",2010-03-31,21344,KO
19121610,"97,680","1,776,000",2010-03-31,21344,KO
19121610,"396,308","7,205,600",2010-03-31,21344,KO
19121610,"2,207,788","40,141,600",2010-03-31,21344,KO
19121610,"7,697,008","139,945,600",2010-03-31,21344,KO
19121610,"502,656","9,139,200",2010-03-31,21344,KO
19121610,"26,400","480,000",2010-03-31,21344,KO
19121610,"50,160","912,000",2010-03-31,21344,KO
20030N20,"215,640","12,000,000",2010-03-31,22301,
20033410,"10,477","1,218,199",2010-03-31,1179484,
20033410,"2,605","302,963",2010-03-31,1179484,
20033410,148,"17,215",2010-03-31,1179484,
20825C10,"1,339,592","26,179,249",2010-03-31,78214,COP
20825C10,"102,340","2,000,000",2010-03-31,78214,COP
20825C10,"307,020","6,000,000",2010-03-31,78214,COP
22160K10,"258,745","4,333,363",2010-03-31,1393231,COST
30231G10,"28,252","421,800",2010-03-31,34088,XOM
36473010,"28,749","1,740,231",2010-03-31,39899,
36960410,"141,558","7,777,900",2010-03-31,40545,GE
37733W10,"58,184","1,510,500",2010-03-31,,
43707610,"89,218","2,757,898",2010-03-31,354950,HD
G4776G10,"22,177","636,600",2010-03-31,50485,
G4776G10,"174,350","5,000,000",2010-03-31,50485,
46284610,"213,578","7,794,800",2010-03-31,1020882,
47816010,"324,253","4,973,200",2010-03-31,200406,JNJ
47816010,"880,825","13,509,591",2010-03-31,200406,JNJ
47816010,"9,412","144,357",2010-03-31,200406,JNJ
47816010,"51,638","792,000",2010-03-31,200406,JNJ
47816010,"37,490","575,000",2010-03-31,200406,JNJ
47816010,"254,104","3,897,300",2010-03-31,200406,JNJ
50075N10,"1,744,384","57,684,645",2010-03-31,1103982,
50075N10,"931,099","30,790,300",2010-03-31,1103982,
50075N10,"302,400","10,000,000",2010-03-31,1103982,
50075N10,"7,856","259,800",2010-03-31,1103982,
50075N10,"241,920","8,000,000",2010-03-31,1103982,
54866110,"157,560","6,500,000",2010-03-31,60667,LOW
55261F10,"385,119","4,851,581",2010-03-31,36270,MTB
55261F10,"43,341","546,000",2010-03-31,36270,MTB
55261F10,"13,153","165,700",2010-03-31,36270,MTB
61536910,"448,168","15,064,476",2010-03-31,1059556,DUT
61536910,"467,652","15,719,400",2010-03-31,1059556,DUT
62937750,"125,400","6,000,000",2010-03-31,1013871,NRA
62985Q10,"218,970","9,000,000",2010-03-31,1298341,
64106940,"174,429","3,400,000",2010-03-31,,NSRGY
65410610,"561,613","7,641,000",2010-03-31,320187,NKE
74271810,"2,506,870","39,621,784",2010-03-31,80424,PG
74271810,"1,283,116","20,280,000",2010-03-31,80424,PG
74271810,"394,805","6,240,000",2010-03-31,80424,PG
74271810,"394,805","6,240,000",2010-03-31,80424,PG
74271810,"49,351","780,000",2010-03-31,80424,PG
74271810,"98,701","1,560,000",2010-03-31,80424,PG
74271810,"276,806","4,375,000",2010-03-31,80424,PG
76075910,"314,220","10,827,700",2010-03-31,1060931,RSG
80105N10,"18,250","488,500",2010-03-31,1121404,SNY
80105N10,"108,200","2,896,133",2010-03-31,1121404,SNY
80105N10,"6,325","169,300",2010-03-31,1121404,SNY
80105N10,"13,076","350,000",2010-03-31,1121404,SNY
89102710,"4,130","77,551",2010-03-31,320335,GL
89102710,"24,065","449,728",2010-03-31,320335,GL
89102710,"88,661","1,656,900",2010-03-31,320335,GL
89102710,"34,230","639,700",2010-03-31,320335,GL
90297330,"603,193","23,307,300",2010-03-31,36104,USB
90297330,"537,497","20,768,826",2010-03-31,36104,USB
90297330,"216,486","8,365,000",2010-03-31,36104,USB
90297330,"258,800","10,000,000",2010-03-31,36104,USB
90297330,"56,263","2,174,000",2010-03-31,36104,USB
90297330,"45,161","1,745,000",2010-03-31,36104,USB
90297330,"69,340","2,679,300",2010-03-31,36104,USB
90329340,"292,959","17,072,192",2010-03-31,757011,
91131210,"92,055","1,429,200",2010-03-31,809697,UPS
93114210,"1,884,347","33,891,142",2010-03-31,104169,WMT
93114210,"52,598","946,000",2010-03-31,104169,WMT
93114210,"233,520","4,200,000",2010-03-31,104169,WMT
93964010,"397,232","894,304",2010-03-31,104889,
93964010,"65,877","148,311",2010-03-31,104889,
93964010,"287,902","648,165",2010-03-31,104889,
93964010,"16,428","36,985",2010-03-31,104889,
94974610,"1,664,591","53,489,420",2010-03-31,105598,WFC
94974610,"393,456","12,643,200",2010-03-31,105598,WFC
94974610,"1,192,302","38,313,040",2010-03-31,105598,WFC
94974610,"86,763","2,788,000",2010-03-31,105598,WFC
94974610,"31,120","1,000,000",2010-03-31,105598,WFC
94974610,"4,674,602","150,212,148",2010-03-31,105598,WFC
94974610,"50,094","1,609,720",2010-03-31,105598,WFC
94974610,"52,904","1,700,000",2010-03-31,105598,WFC
94974610,"25,518","820,000",2010-03-31,105598,WFC
94974610,"684,640","22,000,000",2010-03-31,105598,WFC
94974610,"497,920","16,000,000",2010-03-31,105598,WFC
94974610,"460,976","14,812,857",2010-03-31,105598,WFC
94974610,"84,024","2,700,000",2010-03-31,105598,WFC
94974610,"62,240","2,000,000",2010-03-31,105598,WFC
95081710,"2,198,540","5,703,087",2010-03-31,,
02581610,"697,973","17,225,400",2009-12-31,922812,AXP
02581610,"323,943","7,994,634",2009-12-31,922812,AXP
02581610,"4,872,768","120,255,879",2009-12-31,922812,AXP
02581610,"78,734","1,943,100",2009-12-31,922812,AXP
02581610,"56,716","1,399,713",2009-12-31,922812,AXP
02581610,"34,030","839,832",2009-12-31,922812,AXP
02581610,"79,101","1,952,142",2009-12-31,922812,AXP
06050510,"75,300","5,000,000",2009-12-31,70858,BAC
07588710,"118,290","1,500,000",2009-12-31,10795,BDX
12189T10,"7,571,751","76,777,029",2009-12-31,315066,
14313010,"194,000","8,000,000",2009-12-31,1170010,KMX
19121610,"22,800","400,000",2009-12-31,21344,KO
19121610,"101,232","1,776,000",2009-12-31,21344,KO
19121610,"410,719","7,205,600",2009-12-31,21344,KO
19121610,"2,288,071","40,141,600",2009-12-31,21344,KO
19121610,"7,976,899","139,945,600",2009-12-31,21344,KO
19121610,"520,934","9,139,200",2009-12-31,21344,KO
19121610,"27,360","480,000",2009-12-31,21344,KO
19121610,"51,984","912,000",2009-12-31,21344,KO
20030N20,"192,120","12,000,000",2009-12-31,22301,
20033410,"12,182","1,218,199",2009-12-31,1179484,
20033410,"3,029","302,963",2009-12-31,1179484,
20033410,172,"17,215",2009-12-31,1179484,
20825C10,"1,517,358","29,711,330",2009-12-31,78214,COP
20825C10,"102,140","2,000,000",2009-12-31,78214,COP
20825C10,"306,420","6,000,000",2009-12-31,78214,COP
22160K10,"310,879","5,254,000",2009-12-31,1393231,COST
30231G10,"28,763","421,800",2009-12-31,34088,XOM
36473010,"32,703","2,202,200",2009-12-31,39899,
36960410,"117,680","7,777,900",2009-12-31,40545,GE
37733W10,"63,819","1,510,500",2009-12-31,,
43707610,"79,786","2,757,898",2009-12-31,354950,HD
G4776G10,"22,731","636,600",2009-12-31,50485,
G4776G10,"178,700","5,000,000",2009-12-31,50485,
46284610,"159,320","7,000,000",2009-12-31,1020882,
47816010,"320,324","4,973,200",2009-12-31,200406,JNJ
47816010,"870,153","13,509,591",2009-12-31,200406,JNJ
47816010,"20,953","325,300",2009-12-31,200406,JNJ
47816010,"197,099","3,060,076",2009-12-31,200406,JNJ
47816010,"51,012","792,000",2009-12-31,200406,JNJ
47816010,"37,036","575,000",2009-12-31,200406,JNJ
47816010,"251,025","3,897,300",2009-12-31,200406,JNJ
50075N10,"2,425,065","89,222,400",2009-12-31,1103982,
50075N10,"836,880","30,790,300",2009-12-31,1103982,
50075N10,"271,800","10,000,000",2009-12-31,1103982,
50075N10,"7,061","259,800",2009-12-31,1103982,
50075N10,"217,440","8,000,000",2009-12-31,1103982,
54866110,"152,035","6,500,000",2009-12-31,60667,LOW
55261F10,"401,565","6,003,360",2009-12-31,36270,MTB
55261F10,"36,522","546,000",2009-12-31,36270,MTB
55261F10,"11,084","165,700",2009-12-31,36270,MTB
61536910,"431,352","16,095,210",2009-12-31,1059556,DUT
61536910,"421,280","15,719,400",2009-12-31,1059556,DUT
62937750,"141,660","6,000,000",2009-12-31,1013871,NRA
62985Q10,"229,590","9,000,000",2009-12-31,1298341,
64106940,"164,390","3,400,000",2009-12-31,,NSRGY
65410610,"504,841","7,641,000",2009-12-31,320187,NKE
74271810,"2,911,963","48,028,411",2009-12-31,80424,PG
74271810,"1,229,576","20,280,000",2009-12-31,80424,PG
74271810,"378,331","6,240,000",2009-12-31,80424,PG
74271810,"378,331","6,240,000",2009-12-31,80424,PG
74271810,"47,291","780,000",2009-12-31,80424,PG
74271810,"94,583","1,560,000",2009-12-31,80424,PG
74271810,"265,256","4,375,000",2009-12-31,80424,PG
76075910,"234,704","8,290,500",2009-12-31,1060931,RSG
80105N10,"19,183","488,500",2009-12-31,1121404,SNY
80105N10,"113,731","2,896,133",2009-12-31,1121404,SNY
80105N10,"6,648","169,300",2009-12-31,1121404,SNY
80105N10,"13,744","350,000",2009-12-31,1121404,SNY
86791410,"31,210","1,538,206",2009-12-31,750556,
86791410,"17,449","860,000",2009-12-31,750556,
89102710,"3,408","77,551",2009-12-31,320335,GL
89102710,"19,766","449,728",2009-12-31,320335,GL
89102710,"72,821","1,656,900",2009-12-31,320335,GL
89102710,"28,115","639,700",2009-12-31,320335,GL
89417E10,"1,363","27,336",2009-12-31,86312,TRV
90297330,"524,647","23,307,300",2009-12-31,36104,USB
90297330,"467,506","20,768,826",2009-12-31,36104,USB
90297330,"188,296","8,365,000",2009-12-31,36104,USB
90297330,"225,100","10,000,000",2009-12-31,36104,USB
90297330,"48,937","2,174,000",2009-12-31,36104,USB
90297330,"39,280","1,745,000",2009-12-31,36104,USB
90297330,"60,311","2,679,300",2009-12-31,36104,USB
90329340,"239,864","17,072,192",2009-12-31,757011,
91131210,"81,993","1,429,200",2009-12-31,809697,UPS
91324P10,"35,814","1,175,000",2009-12-31,731766,UNH
93114210,"1,811,482","33,891,142",2009-12-31,104169,WMT
93114210,"50,564","946,000",2009-12-31,104169,WMT
93114210,"224,490","4,200,000",2009-12-31,104169,WMT
93964010,"393,136","894,304",2009-12-31,104889,
93964010,"65,198","148,311",2009-12-31,104889,
93964010,"284,933","648,165",2009-12-31,104889,
93964010,"16,259","36,985",2009-12-31,104889,
94974610,"1,443,679","53,489,420",2009-12-31,105598,WFC
94974610,"341,240","12,643,200",2009-12-31,105598,WFC
94974610,"1,034,069","38,313,040",2009-12-31,105598,WFC
94974610,"75,248","2,788,000",2009-12-31,105598,WFC
94974610,"26,990","1,000,000",2009-12-31,105598,WFC
94974610,"4,054,226","150,212,148",2009-12-31,105598,WFC
94974610,"43,446","1,609,720",2009-12-31,105598,WFC
94974610,"45,883","1,700,000",2009-12-31,105598,WFC
94974610,"22,132","820,000",2009-12-31,105598,WFC
94974610,"593,780","22,000,000",2009-12-31,105598,WFC
94974610,"431,840","16,000,000",2009-12-31,105598,WFC
94974610,"399,799","14,812,857",2009-12-31,105598,WFC
94974610,"72,873","2,700,000",2009-12-31,105598,WFC
94974610,"53,980","2,000,000",2009-12-31,105598,WFC
09497310,"78,331","1,343,820",2009-12-31,,
95081710,"1,956,159","5,703,087",2009-12-31,,
02581610,"697,973","17,225,400",2009-12-31,922812,AXP
02581610,"323,943","7,994,634",2009-12-31,922812,AXP
02581610,"4,872,768","120,255,879",2009-12-31,922812,AXP
02581610,"78,734","1,943,100",2009-12-31,922812,AXP
02581610,"56,716","1,399,713",2009-12-31,922812,AXP
02581610,"34,030","839,832",2009-12-31,922812,AXP
02581610,"79,101","1,952,142",2009-12-31,922812,AXP
06050510,"75,300","5,000,000",2009-12-31,70858,BAC
07588710,"118,290","1,500,000",2009-12-31,10795,BDX
12189T10,"7,571,751","76,777,029",2009-12-31,315066,
14313010,"194,000","8,000,000",2009-12-31,1170010,KMX
19121610,"22,800","400,000",2009-12-31,21344,KO
19121610,"101,232","1,776,000",2009-12-31,21344,KO
19121610,"410,719","7,205,600",2009-12-31,21344,KO
19121610,"2,288,071","40,141,600",2009-12-31,21344,KO
19121610,"7,976,899","139,945,600",2009-12-31,21344,KO
19121610,"520,934","9,139,200",2009-12-31,21344,KO
19121610,"27,360","480,000",2009-12-31,21344,KO
19121610,"51,984","912,000",2009-12-31,21344,KO
20030N20,"192,120","12,000,000",2009-12-31,22301,
20033410,"12,182","1,218,199",2009-12-31,1179484,
20033410,"3,029","302,963",2009-12-31,1179484,
20033410,172,"17,215",2009-12-31,1179484,
20825C10,"1,517,358","29,711,330",2009-12-31,78214,COP
20825C10,"102,140","2,000,000",2009-12-31,78214,COP
20825C10,"306,420","6,000,000",2009-12-31,78214,COP
22160K10,"310,879","5,254,000",2009-12-31,1393231,COST
30231G10,"28,763","421,800",2009-12-31,34088,XOM
36473010,"32,703","2,202,200",2009-12-31,39899,
36960410,"117,680","7,777,900",2009-12-31,40545,GE
37733W10,"63,819","1,510,500",2009-12-31,,
43707610,"79,786","2,757,898",2009-12-31,354950,HD
G4776G10,"22,731","636,600",2009-12-31,50485,
G4776G10,"178,700","5,000,000",2009-12-31,50485,
46284610,"159,320","7,000,000",2009-12-31,1020882,
47816010,"320,324","4,973,200",2009-12-31,200406,JNJ
47816010,"870,153","13,509,591",2009-12-31,200406,JNJ
47816010,"20,953","325,300",2009-12-31,200406,JNJ
47816010,"197,099","3,060,076",2009-12-31,200406,JNJ
47816010,"51,012","792,000",2009-12-31,200406,JNJ
47816010,"37,036","575,000",2009-12-31,200406,JNJ
47816010,"251,025","3,897,300",2009-12-31,200406,JNJ
50075N10,"2,425,065","89,222,400",2009-12-31,1103982,
50075N10,"836,880","30,790,300",2009-12-31,1103982,
50075N10,"271,800","10,000,000",2009-12-31,1103982,
50075N10,"7,061","259,800",2009-12-31,1103982,
50075N10,"217,440","8,000,000",2009-12-31,1103982,
54866110,"152,035","6,500,000",2009-12-31,60667,LOW
55261F10,"401,565","6,003,360",2009-12-31,36270,MTB
55261F10,"36,522","546,000",2009-12-31,36270,MTB
55261F10,"11,084","165,700",2009-12-31,36270,MTB
61536910,"431,352","16,095,210",2009-12-31,1059556,DUT
61536910,"421,280","15,719,400",2009-12-31,1059556,DUT
62937750,"141,660","6,000,000",2009-12-31,1013871,NRA
62985Q10,"229,590","9,000,000",2009-12-31,1298341,
64106940,"164,390","3,400,000",2009-12-31,,NSRGY
65410610,"504,841","7,641,000",2009-12-31,320187,NKE
74271810,"2,911,963","48,028,411",2009-12-31,80424,PG
74271810,"1,229,576","20,280,000",2009-12-31,80424,PG
74271810,"378,331","6,240,000",2009-12-31,80424,PG
74271810,"378,331","6,240,000",2009-12-31,80424,PG
74271810,"47,291","780,000",2009-12-31,80424,PG
74271810,"94,583","1,560,000",2009-12-31,80424,PG
74271810,"265,256","4,375,000",2009-12-31,80424,PG
76075910,"234,704","8,290,500",2009-12-31,1060931,RSG
80105N10,"19,183","488,500",2009-12-31,1121404,SNY
80105N10,"113,731","2,896,133",2009-12-31,1121404,SNY
80105N10,"6,648","169,300",2009-12-31,1121404,SNY
80105N10,"13,744","350,000",2009-12-31,1121404,SNY
86791410,"31,210","1,538,206",2009-12-31,750556,
86791410,"17,449","860,000",2009-12-31,750556,
89102710,"3,408","77,551",2009-12-31,320335,GL
89102710,"19,766","449,728",2009-12-31,320335,GL
89102710,"72,821","1,656,900",2009-12-31,320335,GL
89102710,"28,115","639,700",2009-12-31,320335,GL
89417E10,"1,363","27,336",2009-12-31,86312,TRV
90297330,"524,647","23,307,300",2009-12-31,36104,USB
90297330,"467,506","20,768,826",2009-12-31,36104,USB
90297330,"188,296","8,365,000",2009-12-31,36104,USB
90297330,"225,100","10,000,000",2009-12-31,36104,USB
90297330,"48,937","2,174,000",2009-12-31,36104,USB
90297330,"39,280","1,745,000",2009-12-31,36104,USB
90297330,"60,311","2,679,300",2009-12-31,36104,USB
90329340,"239,864","17,072,192",2009-12-31,757011,
91131210,"81,993","1,429,200",2009-12-31,809697,UPS
91324P10,"35,814","1,175,000",2009-12-31,731766,UNH
93114210,"1,811,482","33,891,142",2009-12-31,104169,WMT
93114210,"50,564","946,000",2009-12-31,104169,WMT
93114210,"224,490","4,200,000",2009-12-31,104169,WMT
93964010,"393,136","894,304",2009-12-31,104889,
93964010,"65,198","148,311",2009-12-31,104889,
93964010,"284,933","648,165",2009-12-31,104889,
93964010,"16,259","36,985",2009-12-31,104889,
94974610,"1,443,679","53,489,420",2009-12-31,105598,WFC
94974610,"341,240","12,643,200",2009-12-31,105598,WFC
94974610,"1,034,069","38,313,040",2009-12-31,105598,WFC
94974610,"75,248","2,788,000",2009-12-31,105598,WFC
94974610,"26,990","1,000,000",2009-12-31,105598,WFC
94974610,"4,054,226","150,212,148",2009-12-31,105598,WFC
94974610,"43,446","1,609,720",2009-12-31,105598,WFC
94974610,"45,883","1,700,000",2009-12-31,105598,WFC
94974610,"22,132","820,000",2009-12-31,105598,WFC
94974610,"593,780","22,000,000",2009-12-31,105598,WFC
94974610,"431,840","16,000,000",2009-12-31,105598,WFC
94974610,"399,799","14,812,857",2009-12-31,105598,WFC
94974610,"72,873","2,700,000",2009-12-31,105598,WFC
94974610,"53,980","2,000,000",2009-12-31,105598,WFC
09497310,"78,331","1,343,820",2009-12-31,,
95081710,"1,956,159","5,703,087",2009-12-31,,
02581610,"583,941","17,225,400",2009-09-30,922812,AXP
02581610,"271,018","7,994,634",2009-09-30,922812,AXP
02581610,"4,076,674","120,255,879",2009-09-30,922812,AXP
02581610,"65,871","1,943,100",2009-09-30,922812,AXP
02581610,"47,450","1,399,713",2009-09-30,922812,AXP
02581610,"28,470","839,832",2009-09-30,922812,AXP
02581610,"66,178","1,952,142",2009-09-30,922812,AXP
06050510,"84,600","5,000,000",2009-09-30,70858,BAC
07588710,"83,700","1,200,000",2009-09-30,10795,BDX
12189T10,"6,129,110","76,777,029",2009-09-30,315066,
14313010,"188,100","9,000,000",2009-09-30,1170010,KMX
19121610,"21,480","400,000",2009-09-30,21344,KO
19121610,"95,371","1,776,000",2009-09-30,21344,KO
19121610,"386,941","7,205,600",2009-09-30,21344,KO
19121610,"2,155,604","40,141,600",2009-09-30,21344,KO
19121610,"7,515,079","139,945,600",2009-09-30,21344,KO
19121610,"490,775","9,139,200",2009-09-30,21344,KO
19121610,"25,776","480,000",2009-09-30,21344,KO
19121610,"48,974","912,000",2009-09-30,21344,KO
20030N20,"192,960","12,000,000",2009-09-30,22301,
20033410,"10,038","1,218,199",2009-09-30,1179484,
20033410,"2,496","302,963",2009-09-30,1179484,
20033410,142,"17,215",2009-09-30,1179484,
20825C10,"2,232,266","49,430,168",2009-09-30,78214,COP
20825C10,"90,320","2,000,000",2009-09-30,78214,COP
20825C10,"270,960","6,000,000",2009-09-30,78214,COP
22160K10,"296,221","5,254,000",2009-09-30,1393231,COST
30231G10,"58,627","854,490",2009-09-30,34088,XOM
30231G10,"28,940","421,800",2009-09-30,34088,XOM
36473010,"43,129","3,447,600",2009-09-30,39899,
36960410,"127,713","7,777,900",2009-09-30,40545,GE
37733W10,"59,680","1,510,500",2009-09-30,,
43707610,"73,470","2,757,898",2009-09-30,354950,HD
G4776G10,"19,506","636,600",2009-09-30,50485,
G4776G10,"219,167","7,146,000",2009-09-30,50485,
46284610,"89,902","3,372,200",2009-09-30,1020882,
47816010,"302,818","4,973,200",2009-09-30,200406,JNJ
47816010,"1,051,244","17,264,633",2009-09-30,200406,JNJ
47816010,"19,807","325,300",2009-09-30,200406,JNJ
47816010,"553,320","9,087,200",2009-09-30,200406,JNJ
47816010,"48,225","792,000",2009-09-30,200406,JNJ
47816010,"35,012","575,000",2009-09-30,200406,JNJ
47816010,"237,307","3,897,300",2009-09-30,200406,JNJ
50075N10,"2,343,872","89,222,400",2009-09-30,1103982,
50075N10,"808,861","30,790,300",2009-09-30,1103982,
50075N10,"262,700","10,000,000",2009-09-30,1103982,
50075N10,"6,825","259,800",2009-09-30,1103982,
50075N10,"210,160","8,000,000",2009-09-30,1103982,
54866110,"136,110","6,500,000",2009-09-30,60667,LOW
55261F10,"374,129","6,003,360",2009-09-30,36270,MTB
55261F10,"34,027","546,000",2009-09-30,36270,MTB
55261F10,"10,326","165,700",2009-09-30,36270,MTB
61536910,"480,808","23,499,912",2009-09-30,1059556,DUT
61536910,"321,619","15,719,400",2009-09-30,1059556,DUT
62937750,"169,140","6,000,000",2009-09-30,1013871,NRA
62985Q10,"184,410","9,000,000",2009-09-30,1298341,
64106940,"144,697","3,400,000",2009-09-30,,NSRGY
65410610,"494,373","7,641,000",2009-09-30,320187,NKE
65584410,"83,332","1,933,000",2009-09-30,702165,NSC
74271810,"3,226,162","55,700,318",2009-09-30,80424,PG
74271810,"1,174,618","20,280,000",2009-09-30,80424,PG
74271810,"361,421","6,240,000",2009-09-30,80424,PG
74271810,"361,421","6,240,000",2009-09-30,80424,PG
74271810,"45,178","780,000",2009-09-30,80424,PG
74271810,"90,355","1,560,000",2009-09-30,80424,PG
74271810,"66,069","1,140,692",2009-09-30,80424,PG
74271810,"253,400","4,375,000",2009-09-30,80424,PG
76075910,"96,316","3,625,000",2009-09-30,1060931,RSG
80105N10,"18,050","488,500",2009-09-30,1121404,SNY
80105N10,"107,012","2,896,133",2009-09-30,1121404,SNY
80105N10,"6,256","169,300",2009-09-30,1121404,SNY
80105N10,"12,932","350,000",2009-09-30,1121404,SNY
86791410,"50,056","2,219,778",2009-09-30,750556,
86791410,"19,393","860,000",2009-09-30,750556,
89102710,"3,368","77,551",2009-09-30,320335,GL
89102710,"19,532","449,728",2009-09-30,320335,GL
89102710,"71,959","1,656,900",2009-09-30,320335,GL
89102710,"27,782","639,700",2009-09-30,320335,GL
89417E10,"1,346","27,336",2009-09-30,86312,TRV
90297330,"509,498","23,307,300",2009-09-30,36104,USB
90297330,"454,006","20,768,826",2009-09-30,36104,USB
90297330,"182,859","8,365,000",2009-09-30,36104,USB
90297330,"218,600","10,000,000",2009-09-30,36104,USB
90297330,"47,524","2,174,000",2009-09-30,36104,USB
90297330,"38,146","1,745,000",2009-09-30,36104,USB
90297330,"58,569","2,679,300",2009-09-30,36104,USB
90329340,"293,300","17,072,192",2009-09-30,757011,
90781810,"519,665","8,906,000",2009-09-30,100885,UNP
90781810,"38,044","652,000",2009-09-30,100885,UNP
91131210,"80,707","1,429,200",2009-09-30,809697,UPS
91324P10,"85,136","3,400,000",2009-09-30,731766,UNH
93114210,"1,604,784","32,690,642",2009-09-30,104169,WMT
93114210,"46,439","946,000",2009-09-30,104169,WMT
93114210,"206,178","4,200,000",2009-09-30,104169,WMT
93964010,"418,606","894,304",2009-09-30,104889,
93964010,"69,421","148,311",2009-09-30,104889,
93964010,"303,393","648,165",2009-09-30,104889,
93964010,"17,312","36,985",2009-09-30,104889,
94974610,"1,507,332","53,489,420",2009-09-30,105598,WFC
94974610,"356,285","12,643,200",2009-09-30,105598,WFC
94974610,"1,079,661","38,313,040",2009-09-30,105598,WFC
94974610,"78,566","2,788,000",2009-09-30,105598,WFC
94974610,"28,180","1,000,000",2009-09-30,105598,WFC
94974610,"4,043,250","143,479,420",2009-09-30,105598,WFC
94974610,"45,362","1,609,720",2009-09-30,105598,WFC
94974610,"47,906","1,700,000",2009-09-30,105598,WFC
94974610,"23,108","820,000",2009-09-30,105598,WFC
94974610,"619,960","22,000,000",2009-09-30,105598,WFC
94974610,"450,880","16,000,000",2009-09-30,105598,WFC
94974610,"417,426","14,812,857",2009-09-30,105598,WFC
94974610,"76,086","2,700,000",2009-09-30,105598,WFC
94974610,"56,360","2,000,000",2009-09-30,105598,WFC
09497310,"160,750","3,394,213",2009-09-30,,
95081710,"1,856,355","5,703,087",2009-09-30,,
02581610,"583,941","17,225,400",2009-09-30,922812,AXP
02581610,"271,018","7,994,634",2009-09-30,922812,AXP
02581610,"4,076,674","120,255,879",2009-09-30,922812,AXP
02581610,"65,871","1,943,100",2009-09-30,922812,AXP
02581610,"47,450","1,399,713",2009-09-30,922812,AXP
02581610,"28,470","839,832",2009-09-30,922812,AXP
02581610,"66,178","1,952,142",2009-09-30,922812,AXP
06050510,"84,600","5,000,000",2009-09-30,70858,BAC
07588710,"83,700","1,200,000",2009-09-30,10795,BDX
12189T10,"6,129,110","76,777,029",2009-09-30,315066,
14313010,"188,100","9,000,000",2009-09-30,1170010,KMX
19121610,"21,480","400,000",2009-09-30,21344,KO
19121610,"95,371","1,776,000",2009-09-30,21344,KO
19121610,"386,941","7,205,600",2009-09-30,21344,KO
19121610,"2,155,604","40,141,600",2009-09-30,21344,KO
19121610,"7,515,079","139,945,600",2009-09-30,21344,KO
19121610,"490,775","9,139,200",2009-09-30,21344,KO
19121610,"25,776","480,000",2009-09-30,21344,KO
19121610,"48,974","912,000",2009-09-30,21344,KO
20030N20,"192,960","12,000,000",2009-09-30,22301,
20033410,"10,038","1,218,199",2009-09-30,1179484,
20033410,"2,496","302,963",2009-09-30,1179484,
20033410,142,"17,215",2009-09-30,1179484,
20825C10,"2,232,266","49,430,168",2009-09-30,78214,COP
20825C10,"90,320","2,000,000",2009-09-30,78214,COP
20825C10,"270,960","6,000,000",2009-09-30,78214,COP
22160K10,"296,221","5,254,000",2009-09-30,1393231,COST
30231G10,"58,627","854,490",2009-09-30,34088,XOM
30231G10,"28,940","421,800",2009-09-30,34088,XOM
36473010,"43,129","3,447,600",2009-09-30,39899,
36960410,"127,713","7,777,900",2009-09-30,40545,GE
37733W10,"59,680","1,510,500",2009-09-30,,
43707610,"73,470","2,757,898",2009-09-30,354950,HD
G4776G10,"19,506","636,600",2009-09-30,50485,
G4776G10,"219,167","7,146,000",2009-09-30,50485,
46284610,"89,902","3,372,200",2009-09-30,1020882,
47816010,"302,818","4,973,200",2009-09-30,200406,JNJ
47816010,"1,051,244","17,264,633",2009-09-30,200406,JNJ
47816010,"19,807","325,300",2009-09-30,200406,JNJ
47816010,"553,320","9,087,200",2009-09-30,200406,JNJ
47816010,"48,225","792,000",2009-09-30,200406,JNJ
47816010,"35,012","575,000",2009-09-30,200406,JNJ
47816010,"237,307","3,897,300",2009-09-30,200406,JNJ
50075N10,"2,343,872","89,222,400",2009-09-30,1103982,
50075N10,"808,861","30,790,300",2009-09-30,1103982,
50075N10,"262,700","10,000,000",2009-09-30,1103982,
50075N10,"6,825","259,800",2009-09-30,1103982,
50075N10,"210,160","8,000,000",2009-09-30,1103982,
54866110,"136,110","6,500,000",2009-09-30,60667,LOW
55261F10,"374,129","6,003,360",2009-09-30,36270,MTB
55261F10,"34,027","546,000",2009-09-30,36270,MTB
55261F10,"10,326","165,700",2009-09-30,36270,MTB
61536910,"480,808","23,499,912",2009-09-30,1059556,DUT
61536910,"321,619","15,719,400",2009-09-30,1059556,DUT
62937750,"169,140","6,000,000",2009-09-30,1013871,NRA
62985Q10,"184,410","9,000,000",2009-09-30,1298341,
64106940,"144,697","3,400,000",2009-09-30,,NSRGY
65410610,"494,373","7,641,000",2009-09-30,320187,NKE
