cupsid,valuation,shares,filedFor,cik,ticker
65584410,"83,332","1,933,000",2009-09-30,702165,NSC
74271810,"3,226,162","55,700,318",2009-09-30,80424,PG
74271810,"1,174,618","20,280,000",2009-09-30,80424,PG
74271810,"361,421","6,240,000",2009-09-30,80424,PG
74271810,"361,421","6,240,000",2009-09-30,80424,PG
74271810,"45,178","780,000",2009-09-30,80424,PG
74271810,"90,355","1,560,000",2009-09-30,80424,PG
74271810,"66,069","1,140,692",2009-09-30,80424,PG
74271810,"253,400","4,375,000",2009-09-30,80424,PG
76075910,"96,316","3,625,000",2009-09-30,1060931,RSG
80105N10,"18,050","488,500",2009-09-30,1121404,SNY
80105N10,"107,012","2,896,133",2009-09-30,1121404,SNY
80105N10,"6,256","169,300",2009-09-30,1121404,SNY
80105N10,"12,932","350,000",2009-09-30,1121404,SNY
86791410,"50,056","2,219,778",2009-09-30,750556,
86791410,"19,393","860,000",2009-09-30,750556,
89102710,"3,368","77,551",2009-09-30,320335,GL
89102710,"19,532","449,728",2009-09-30,320335,GL
89102710,"71,959","1,656,900",2009-09-30,320335,GL
89102710,"27,782","639,700",2009-09-30,320335,GL
89417E10,"1,346","27,336",2009-09-30,86312,TRV
90297330,"509,498","23,307,300",2009-09-30,36104,USB
90297330,"454,006","20,768,826",2009-09-30,36104,USB
90297330,"182,859","8,365,000",2009-09-30,36104,USB
90297330,"218,600","10,000,000",2009-09-30,36104,USB
90297330,"47,524","2,174,000",2009-09-30,36104,USB
90297330,"38,146","1,745,000",2009-09-30,36104,USB
90297330,"58,569","2,679,300",2009-09-30,36104,USB
90329340,"293,300","17,072,192",2009-09-30,757011,
90781810,"519,665","8,906,000",2009-09-30,100885,UNP
90781810,"38,044","652,000",2009-09-30,100885,UNP
91131210,"80,707","1,429,200",2009-09-30,809697,UPS
91324P10,"85,136","3,400,000",2009-09-30,731766,UNH
93114210,"1,604,784","32,690,642",2009-09-30,104169,WMT
93114210,"46,439","946,000",2009-09-30,104169,WMT
93114210,"206,178","4,200,000",2009-09-30,104169,WMT
93964010,"418,606","894,304",2009-09-30,104889,
93964010,"69,421","148,311",2009-09-30,104889,
93964010,"303,393","648,165",2009-09-30,104889,
93964010,"17,312","36,985",2009-09-30,104889,
94974610,"1,507,332","53,489,420",2009-09-30,105598,WFC
94974610,"356,285","12,643,200",2009-09-30,105598,WFC
94974610,"1,079,661","38,313,040",2009-09-30,105598,WFC
94974610,"78,566","2,788,000",2009-09-30,105598,WFC
94974610,"28,180","1,000,000",2009-09-30,105598,WFC
94974610,"4,043,250","143,479,420",2009-09-30,105598,WFC
94974610,"45,362","1,609,720",2009-09-30,105598,WFC
94974610,"47,906","1,700,000",2009-09-30,105598,WFC
94974610,"23,108","820,000",2009-09-30,105598,WFC
94974610,"619,960","22,000,000",2009-09-30,105598,WFC
94974610,"450,880","16,000,000",2009-09-30,105598,WFC
94974610,"417,426","14,812,857",2009-09-30,105598,WFC
94974610,"76,086","2,700,000",2009-09-30,105598,WFC
94974610,"56,360","2,000,000",2009-09-30,105598,WFC
09497310,"160,750","3,394,213",2009-09-30,,
95081710,"1,856,355","5,703,087",2009-09-30,,
30231G10,"$59,737","854,490",2009-06-30,34088,XOM
02581610,"400,318","17,225,400",2009-06-30,922812,AXP
02581610,"185,795","7,994,634",2009-06-30,922812,AXP
02581610,"2,794,747","120,255,879",2009-06-30,922812,AXP
02581610,"45,158","1,943,100",2009-06-30,922812,AXP
02581610,"32,529","1,399,713",2009-06-30,922812,AXP
02581610,"19,518","839,832",2009-06-30,922812,AXP
02581610,"45,368","1,952,142",2009-06-30,922812,AXP
06050510,"66,000","5,000,000",2009-06-30,70858,BAC
07588710,"85,572","1,200,000",2009-06-30,10795,BDX
12189T10,"5,646,183","76,777,029",2009-06-30,315066,
14313010,"132,320","9,000,000",2009-06-30,1170010,KMX
19121610,"19,196","400,000",2009-06-30,21344,KO
19121610,"85,230","1,776,000",2009-06-30,21344,KO
19121610,"345,797","7,205,600",2009-06-30,21344,KO
19121610,"1,926,395","40,141,600",2009-06-30,21344,KO
19121610,"6,715,989","139,945,600",2009-06-30,21344,KO
19121610,"438,590","9,139,200",2009-06-30,21344,KO
19121610,"23,035","480,000",2009-06-30,21344,KO
19121610,"43,767","912,000",2009-06-30,21344,KO
20030N20,"169,200","12,000,000",2009-06-30,22301,
20033410,"9,136","1,218,199",2009-06-30,1179484,
20033410,"2,272","302,963",2009-06-30,1179484,
20033410,129,"17,215",2009-06-30,1179484,
20825C10,"2,375,791","56,485,759",2009-06-30,78214,COP
20825C10,"84,120","2,000,000",2009-06-30,78214,COP
20825C10,"252,360","6,000,000",2009-06-30,78214,COP
22160K10,"240,528","5,254,000",2009-06-30,1393231,COST
27805810,"89,220","2,000,000",2009-06-30,31277,
36473010,"12,308","3,447,600",2009-06-30,39899,
36960410,"91,157","7,777,900",2009-06-30,40545,GE
37733W10,"53,381","1,510,500",2009-06-30,,
43707610,"65,169","2,757,898",2009-06-30,354950,HD
G4776G10,"13,292","636,600",2009-06-30,50485,
G4776G10,"149,351","7,146,000",2009-06-30,50485,
46284610,"96,951","3,372,200",2009-06-30,1020882,
47816010,"282,477","4,973,200",2009-06-30,200406,JNJ
47816010,"980,631","17,264,633",2009-06-30,200406,JNJ
47816010,"18,477","325,300",2009-06-30,200406,JNJ
47816010,"516,153","9,087,200",2009-06-30,200406,JNJ
47816010,"44,986","792,000",2009-06-30,200406,JNJ
47816010,"32,660","575,000",2009-06-30,200406,JNJ
47816010,"221,367","3,897,300",2009-06-30,200406,JNJ
50075N10,"2,260,896","89,222,400",2009-06-30,1103982,
50075N10,"780,226","30,790,300",2009-06-30,1103982,
50075N10,"253,400","10,000,000",2009-06-30,1103982,
50075N10,"6,583","259,800",2009-06-30,1103982,
50075N10,"202,720","8,000,000",2009-06-30,1103982,
54866110,"126,165","6,500,000",2009-06-30,60667,LOW
55261F10,"305,751","6,003,360",2009-06-30,36270,MTB
55261F10,"27,808","546,000",2009-06-30,36270,MTB
55261F10,"8,439","165,700",2009-06-30,36270,MTB
61536910,"850,594","32,280,600",2009-06-30,1059556,DUT
61536910,"414,206","15,719,400",2009-06-30,1059556,DUT
62937750,"186,912","7,200,000",2009-06-30,1013871,NRA
62985Q10,"151,560","9,000,000",2009-06-30,1298341,
65410610,"395,651","7,641,000",2009-06-30,320187,NKE
65584410,"72,816","1,933,000",2009-06-30,702165,NSC
74271810,"2,846,286","55,700,318",2009-06-30,80424,PG
74271810,"1,036,308","20,280,000",2009-06-30,80424,PG
74271810,"318,864","6,240,000",2009-06-30,80424,PG
74271810,"318,864","6,240,000",2009-06-30,80424,PG
74271810,"39,858","780,000",2009-06-30,80424,PG
74271810,"79,716","1,560,000",2009-06-30,80424,PG
74271810,"58,289","1,140,692",2009-06-30,80424,PG
74271810,"223,562","4,375,000",2009-06-30,80424,PG
80105N10,"14,405","488,500",2009-06-30,1121404,SNY
80105N10,"85,407","2,896,133",2009-06-30,1121404,SNY
80105N10,"4,993","169,300",2009-06-30,1121404,SNY
80105N10,"10,321","350,000",2009-06-30,1121404,SNY
86791410,"38,569","2,344,600",2009-06-30,750556,
86791410,"14,147","860,000",2009-06-30,750556,
89102710,"2,872","77,551",2009-06-30,320335,GL
89102710,"16,658","449,728",2009-06-30,320335,GL
89102710,"61,372","1,656,900",2009-06-30,320335,GL
89102710,"23,694","639,700",2009-06-30,320335,GL
90297330,"417,667","23,307,300",2009-06-30,36104,USB
90297330,"372,177","20,768,826",2009-06-30,36104,USB
90297330,"149,901","8,365,000",2009-06-30,36104,USB
90297330,"179,200","10,000,000",2009-06-30,36104,USB
90297330,"38,958","2,174,000",2009-06-30,36104,USB
90297330,"31,270","1,745,000",2009-06-30,36104,USB
90297330,"48,013","2,679,300",2009-06-30,36104,USB
90329340,"171,917","17,072,192",2009-06-30,757011,
90781810,"463,646","8,906,000",2009-06-30,100885,UNP
90781810,"33,943","652,000",2009-06-30,100885,UNP
91131210,"71,446","1,429,200",2009-06-30,809697,UPS
91324P10,"84,932","3,400,000",2009-06-30,731766,UNH
92927K10,"47,790","2,700,000",2009-06-30,1390844,WBC1EUR
93114210,"920,278","18,998,300",2009-06-30,104169,WMT
93114210,"45,824","946,000",2009-06-30,104169,WMT
93964010,"314,956","894,304",2009-06-30,104889,
93964010,"52,232","148,311",2009-06-30,104889,
93964010,"228,271","648,165",2009-06-30,104889,
93964010,"13,025","36,985",2009-06-30,104889,
94974610,"1,297,653","53,489,420",2009-06-30,105598,WFC
94974610,"306,724","12,643,200",2009-06-30,105598,WFC
94974610,"929,474","38,313,040",2009-06-30,105598,WFC
94974610,"67,637","2,788,000",2009-06-30,105598,WFC
94974610,"24,260","1,000,000",2009-06-30,105598,WFC
94974610,"3,385,382","139,545,832",2009-06-30,105598,WFC
94974610,"39,052","1,609,720",2009-06-30,105598,WFC
94974610,"41,242","1,700,000",2009-06-30,105598,WFC
94974610,"19,893","820,000",2009-06-30,105598,WFC
94974610,"533,720","22,000,000",2009-06-30,105598,WFC
94974610,"388,160","16,000,000",2009-06-30,105598,WFC
94974610,"194,080","8,000,000",2009-06-30,105598,WFC
94974610,"65,502","2,700,000",2009-06-30,105598,WFC
94974610,"48,520","2,000,000",2009-06-30,105598,WFC
04977310,"178,115","3,500,000",2009-06-30,,
95081710,"1,659,598","5,703,087",2009-06-30,,
02581610,"234,782","17,225,400",2009-03-31,922812,AXP
02581610,"108,967","7,994,634",2009-03-31,922812,AXP
02581610,"1,639,088","120,255,879",2009-03-31,922812,AXP
02581610,"26,484","1,943,100",2009-03-31,922812,AXP
02581610,"19,078","1,399,713",2009-03-31,922812,AXP
02581610,"11,447","839,832",2009-03-31,922812,AXP
02581610,"26,608","1,952,142",2009-03-31,922812,AXP
06050510,"34,100","5,000,000",2009-03-31,70858,BAC
12189T10,"4,618,138","76,777,029",2009-03-31,315066,
14313010,"149,280","12,000,000",2009-03-31,1170010,KMX
19121610,"17,580","400,000",2009-03-31,21344,KO
19121610,"78,055","1,776,000",2009-03-31,21344,KO
19121610,"316,686","7,205,600",2009-03-31,21344,KO
19121610,"1,764,223","40,141,600",2009-03-31,21344,KO
19121610,"6,150,609","139,945,600",2009-03-31,21344,KO
19121610,"401,668","9,139,200",2009-03-31,21344,KO
19121610,"21,096","480,000",2009-03-31,21344,KO
19121610,"40,082","912,000",2009-03-31,21344,KO
20030N20,"154,440","12,000,000",2009-03-31,22301,
20033410,"8,649","1,218,199",2009-03-31,1179484,
20033410,"2,151","302,963",2009-03-31,1179484,
20033410,122,"17,215",2009-03-31,1179484,
20825C10,"2,476,012","63,228,096",2009-03-31,78214,COP
20825C10,"78,320","2,000,000",2009-03-31,78214,COP
20825C10,"234,960","6,000,000",2009-03-31,78214,COP
21037110,"306,351","14,828,207",2009-03-31,1004440,
22160K10,"243,365","5,254,000",2009-03-31,1393231,COST
27805810,"117,952","3,200,000",2009-03-31,31277,
36473010,"7,585","3,447,600",2009-03-31,39899,
36960410,"78,365","7,777,900",2009-03-31,40545,GE
37733W10,"46,931","1,510,500",2009-03-31,,
43707610,"87,172","3,700,000",2009-03-31,354950,HD
G4776G10,"8,777","636,600",2009-03-31,50485,
G4776G10,"98,615","7,146,000",2009-03-31,50485,
46284610,"74,762","3,372,200",2009-03-31,1020882,
47816010,"227,364","4,322,500",2009-03-31,200406,JNJ
47816010,"710,604","13,509,591",2009-03-31,200406,JNJ
47816010,"17,111","325,300",2009-03-31,200406,JNJ
47816010,"477,987","9,087,200",2009-03-31,200406,JNJ
47816010,"41,659","792,000",2009-03-31,200406,JNJ
47816010,"30,245","575,000",2009-03-31,200406,JNJ
47816010,"204,998","3,897,300",2009-03-31,200406,JNJ
50075N10,"1,988,767","89,222,400",2009-03-31,1103982,
50075N10,"686,316","30,790,300",2009-03-31,1103982,
50075N10,"222,900","10,000,000",2009-03-31,1103982,
50075N10,"5,791","259,800",2009-03-31,1103982,
50075N10,"178,320","8,000,000",2009-03-31,1103982,
54866110,"118,625","6,500,000",2009-03-31,60667,LOW
55261F10,"271,592","6,003,360",2009-03-31,36270,MTB
55261F10,"24,701","546,000",2009-03-31,36270,MTB
55261F10,"7,496","165,700",2009-03-31,36270,MTB
61536910,"739,871","32,280,600",2009-03-31,1059556,DUT
61536910,"360,289","15,719,400",2009-03-31,1059556,DUT
62937750,"126,720","7,200,000",2009-03-31,1013871,NRA
62985Q10,"117,630","9,000,000",2009-03-31,1298341,
65410610,"358,286","7,641,000",2009-03-31,320187,NKE
65584410,"65,239","1,933,000",2009-03-31,702165,NSC
74271810,"2,622,928","55,700,318",2009-03-31,80424,PG
74271810,"954,985","20,280,000",2009-03-31,80424,PG
74271810,"293,842","6,240,000",2009-03-31,80424,PG
74271810,"293,842","6,240,000",2009-03-31,80424,PG
74271810,"36,730","780,000",2009-03-31,80424,PG
74271810,"73,460","1,560,000",2009-03-31,80424,PG
74271810,"53,715","1,140,692",2009-03-31,80424,PG
74271810,"206,019","4,375,000",2009-03-31,80424,PG
80105N10,"13,644","488,500",2009-03-31,1121404,SNY
80105N10,"80,889","2,896,133",2009-03-31,1121404,SNY
80105N10,"4,729","169,300",2009-03-31,1121404,SNY
80105N10,"9,775","350,000",2009-03-31,1121404,SNY
86791410,"27,526","2,344,600",2009-03-31,750556,
86791410,"10,096","860,000",2009-03-31,750556,
89102710,"2,034","77,551",2009-03-31,320335,GL
89102710,"11,796","449,728",2009-03-31,320335,GL
89102710,"43,460","1,656,900",2009-03-31,320335,GL
89102710,"16,779","639,700",2009-03-31,320335,GL
90297330,"340,520","23,307,300",2009-03-31,36104,USB
90297330,"303,432","20,768,826",2009-03-31,36104,USB
90297330,"122,213","8,365,000",2009-03-31,36104,USB
90297330,"146,100","10,000,000",2009-03-31,36104,USB
90297330,"31,762","2,174,000",2009-03-31,36104,USB
90297330,"25,494","1,745,000",2009-03-31,36104,USB
90297330,"39,144","2,679,300",2009-03-31,36104,USB
90329340,"129,919","17,072,192",2009-03-31,757011,
90781810,"366,126","8,906,000",2009-03-31,100885,UNP
90781810,"26,804","652,000",2009-03-31,100885,UNP
91131210,"70,345","1,429,200",2009-03-31,809697,UPS
91324P10,"94,185","4,500,000",2009-03-31,731766,UNH
92927K10,"33,237","2,700,000",2009-03-31,1390844,WBC1EUR
93114210,"989,811","18,998,300",2009-03-31,104169,WMT
93114210,"49,287","946,000",2009-03-31,104169,WMT
93964010,"319,356","894,304",2009-03-31,104889,
93964010,"52,962","148,311",2009-03-31,104889,
93964010,"231,460","648,165",2009-03-31,104889,
93964010,"13,207","36,985",2009-03-31,104889,
94974610,"761,689","53,489,420",2009-03-31,105598,WFC
94974610,"180,039","12,643,200",2009-03-31,105598,WFC
94974610,"545,578","38,313,040",2009-03-31,105598,WFC
94974610,"39,701","2,788,000",2009-03-31,105598,WFC
94974610,"14,240","1,000,000",2009-03-31,105598,WFC
94974610,"1,987,133","139,545,832",2009-03-31,105598,WFC
94974610,"22,922","1,609,720",2009-03-31,105598,WFC
94974610,"24,208","1,700,000",2009-03-31,105598,WFC
94974610,"11,677","820,000",2009-03-31,105598,WFC
94974610,"313,280","22,000,000",2009-03-31,105598,WFC
94974610,"227,840","16,000,000",2009-03-31,105598,WFC
94974610,"113,920","8,000,000",2009-03-31,105598,WFC
94974610,"38,448","2,700,000",2009-03-31,105598,WFC
94974610,"28,480","2,000,000",2009-03-31,105598,WFC
94977310,"181,394","4,777,300",2009-03-31,,
95081710,"1,574,052","5,703,087",2009-03-31,,
02581610,"319,531","17,225,400",2008-12-31,922812,AXP
02581610,"148,300","7,994,634",2008-12-31,922812,AXP
02581610,"2,230,747","120,255,879",2008-12-31,922812,AXP
02581610,"36,045","1,943,100",2008-12-31,922812,AXP
02581610,"25,965","1,399,713",2008-12-31,922812,AXP
02581610,"15,579","839,832",2008-12-31,922812,AXP
02581610,"36,212","1,952,142",2008-12-31,922812,AXP
06050510,"70,400","5,000,000",2008-12-31,70858,BAC
12189T10,"5,306,440","70,089,829",2008-12-31,315066,
14313010,"138,976","17,636,500",2008-12-31,1170010,KMX
19121610,"18,108","400,000",2008-12-31,21344,KO
19121610,"80,400","1,776,000",2008-12-31,21344,KO
19121610,"326,198","7,205,600",2008-12-31,21344,KO
19121610,"1,817,210","40,141,600",2008-12-31,21344,KO
19121610,"6,335,337","139,945,600",2008-12-31,21344,KO
19121610,"413,731","9,139,200",2008-12-31,21344,KO
19121610,"21,730","480,000",2008-12-31,21344,KO
19121610,"41,286","912,000",2008-12-31,21344,KO
20030N20,"193,800","12,000,000",2008-12-31,22301,
20033410,"9,502","1,218,199",2008-12-31,1179484,
20033410,"2,363","302,963",2008-12-31,1179484,
20033410,134,"17,215",2008-12-31,1179484,
20825C10,"3,724,227","71,896,273",2008-12-31,78214,COP
20825C10,"103,600","2,000,000",2008-12-31,78214,COP
20825C10,"310,800","6,000,000",2008-12-31,78214,COP
21037110,"499,224","19,897,322",2008-12-31,1004440,
22160K10,"275,835","5,254,000",2008-12-31,1393231,COST
27805810,"159,072","3,200,000",2008-12-31,31277,
36473010,"27,581","3,447,600",2008-12-31,39899,
36960410,"126,002","7,777,900",2008-12-31,40545,GE
37733W10,"56,296","1,510,500",2008-12-31,,
43707610,"85,174","3,700,000",2008-12-31,354950,HD
G4776G10,"11,045","636,600",2008-12-31,50485,
G4776G10,"123,983","7,146,000",2008-12-31,50485,
46284610,"83,395","3,372,200",2008-12-31,1020882,
47816010,"258,615","4,322,500",2008-12-31,200406,JNJ
47816010,"808,279","13,509,591",2008-12-31,200406,JNJ
47816010,"19,463","325,300",2008-12-31,200406,JNJ
47816010,"543,687","9,087,200",2008-12-31,200406,JNJ
47816010,"47,385","792,000",2008-12-31,200406,JNJ
47816010,"34,402","575,000",2008-12-31,200406,JNJ
50075N10,"2,395,621","89,222,400",2008-12-31,1103982,
50075N10,"826,720","30,790,300",2008-12-31,1103982,
50075N10,"268,500","10,000,000",2008-12-31,1103982,
50075N10,"6,976","259,800",2008-12-31,1103982,
50075N10,"214,800","8,000,000",2008-12-31,1103982,
54866110,"139,880","6,500,000",2008-12-31,60667,LOW
55261F10,"344,653","6,003,360",2008-12-31,36270,MTB
55261F10,"31,346","546,000",2008-12-31,36270,MTB
55261F10,"9,513","165,700",2008-12-31,36270,MTB
61536910,"648,517","32,280,600",2008-12-31,1059556,DUT
61536910,"315,803","15,719,400",2008-12-31,1059556,DUT
62937750,"167,976","7,200,000",2008-12-31,1013871,NRA
62985Q10,"100,849","8,739,100",2008-12-31,1298341,
65410610,"389,691","7,641,000",2008-12-31,320187,NKE
65584410,"90,948","1,933,000",2008-12-31,702165,NSC
74271810,"3,443,394","55,700,318",2008-12-31,80424,PG
74271810,"1,253,710","20,280,000",2008-12-31,80424,PG
74271810,"385,756","6,240,000",2008-12-31,80424,PG
74271810,"385,756","6,240,000",2008-12-31,80424,PG
74271810,"48,220","780,000",2008-12-31,80424,PG
74271810,"96,439","1,560,000",2008-12-31,80424,PG
74271810,"70,518","1,140,692",2008-12-31,80424,PG
74271810,"270,462","4,375,000",2008-12-31,80424,PG
80105N10,"15,710","488,500",2008-12-31,1121404,SNY
80105N10,"93,140","2,896,133",2008-12-31,1121404,SNY
80105N10,"5,445","169,300",2008-12-31,1121404,SNY
80105N10,"11,250","350,000",2008-12-31,1121404,SNY
86791410,"69,259","2,344,600",2008-12-31,750556,
86791410,"25,404","860,000",2008-12-31,750556,
89102710,"3,467","77,551",2008-12-31,320335,GL
89102710,"20,102","449,728",2008-12-31,320335,GL
89102710,"74,063","1,656,900",2008-12-31,320335,GL
89102710,"28,595","639,700",2008-12-31,320335,GL
90297330,"582,916","23,307,300",2008-12-31,36104,USB
90297330,"519,428","20,768,826",2008-12-31,36104,USB
90297330,"209,209","8,365,000",2008-12-31,36104,USB
90297330,"250,100","10,000,000",2008-12-31,36104,USB
90297330,"54,372","2,174,000",2008-12-31,36104,USB
90297330,"43,642","1,745,000",2008-12-31,36104,USB
90297330,"29,794","1,191,300",2008-12-31,36104,USB
90329340,"137,260","17,072,192",2008-12-31,757011,
90781810,"425,707","8,906,000",2008-12-31,100885,UNP
91131210,"78,835","1,429,200",2008-12-31,809697,UPS
91324P10,"167,580","6,300,000",2008-12-31,731766,UNH
92927K10,"42,633","2,700,000",2008-12-31,1390844,WBC1EUR
93114210,"1,065,045","18,998,300",2008-12-31,104169,WMT
93114210,"53,033","946,000",2008-12-31,104169,WMT
93964010,"349,002","894,304",2008-12-31,104889,
93964010,"57,878","148,311",2008-12-31,104889,
93964010,"252,946","648,165",2008-12-31,104889,
93964010,"14,433","36,985",2008-12-31,104889,
94974610,"1,576,868","53,489,420",2008-12-31,105598,WFC
94974610,"372,722","12,643,200",2008-12-31,105598,WFC
94974610,"1,129,468","38,313,040",2008-12-31,105598,WFC
94974610,"82,190","2,788,000",2008-12-31,105598,WFC
94974610,"29,480","1,000,000",2008-12-31,105598,WFC
94974610,"3,808,270","129,181,488",2008-12-31,105598,WFC
94974610,"47,455","1,609,720",2008-12-31,105598,WFC
94974610,"50,116","1,700,000",2008-12-31,105598,WFC
94974610,"24,174","820,000",2008-12-31,105598,WFC
94974610,"589,600","20,000,000",2008-12-31,105598,WFC
94974610,"471,680","16,000,000",2008-12-31,105598,WFC
94974610,"235,840","8,000,000",2008-12-31,105598,WFC
94974610,"77,596","2,700,000",2008-12-31,105598,WFC
94974610,"58,960","2,000,000",2008-12-31,105598,WFC
94977310,"201,268","4,777,300",2008-12-31,,
95081710,"1,641,919","5,703,087",2008-12-31,,
